STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,TIME_PERIOD,Time,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,1987,1987,227,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,1988,1988,235,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,1989,1989,242,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,1990,1990,248,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,1991,1991,253,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,1992,1992,258,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,1993,1993,262,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,1994,1994,265,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,1995,1995,268,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,1996,1996,271,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,1997,1997,274,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,1998,1998,276,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,1999,1999,279,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2000,2000,282,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2001,2001,284,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2002,2002,286,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2003,2003,287,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2004,2004,288,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2005,2005,289,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2006,2006,289,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2007,2007,289,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2008,2008,289,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2009,2009,289,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2010,2010,289,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2011,2011,289,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2012,2012,286,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2013,2013,282,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2014,2014,277,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2015,2015,271,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2016,2016,265,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2017,2017,259,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2018,2018,252,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2019,2019,245,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2020,2020,237,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2021,2021,230,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2022,2022,223,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2023,2023,216,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2024,2024,212,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2025,2025,205,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2026,2026,198,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2027,2027,192,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2028,2028,186,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2029,2029,181,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2030,2030,176,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2031,2031,171,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2032,2032,167,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2033,2033,163,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2034,2034,160,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2035,2035,158,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2036,2036,155,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2037,2037,153,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2038,2038,151,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2039,2039,150,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2040,2040,148,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2041,2041,147,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2042,2042,146,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2043,2043,145,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2044,2044,144,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2045,2045,144,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2046,2046,143,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2047,2047,142,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2048,2048,142,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2049,2049,141,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MH,Marshall Islands,2050,2050,140,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1950,1950,16,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1951,1951,16,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1952,1952,16,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1953,1953,16,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1954,1954,17,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1955,1955,17,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1956,1956,17,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1957,1957,18,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1958,1958,18,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1959,1959,19,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1960,1960,19,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1961,1961,20,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1962,1962,20,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1963,1963,21,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1964,1964,22,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1965,1965,22,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1966,1966,23,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1967,1967,23,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1968,1968,23,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1969,1969,22,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1970,1970,22,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1971,1971,25,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1972,1972,28,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1973,1973,30,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1974,1974,32,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1975,1975,33,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1976,1976,34,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1977,1977,34,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1978,1978,35,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1979,1979,36,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1980,1980,38,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1981,1981,43,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1982,1982,49,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1983,1983,54,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1984,1984,60,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1985,1985,66,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1986,1986,72,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1987,1987,78,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1988,1988,84,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1989,1989,90,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1990,1990,94,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1991,1991,97,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1992,1992,98,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1993,1993,100,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1994,1994,102,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1995,1995,105,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1996,1996,112,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1997,1997,123,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1998,1998,133,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,1999,1999,143,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2000,2000,149,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2001,2001,148,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
